,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
9364,22,21600,RENT,1.0,EDUCATION,D,2400,16.29,1,0.11,N,4
9365,21,25000,OWN,0.0,MEDICAL,B,8800,9.33,0,0.35,N,3
9366,21,49000,RENT,4.0,VENTURE,D,6000,15.99,1,0.12,N,4
9367,24,93600,MORTGAGE,4.0,MEDICAL,A,3600,5.42,0,0.04,N,2
9368,24,118300,RENT,1.0,PERSONAL,C,15000,12.68,0,0.13,N,4
9369,22,29654,RENT,3.0,EDUCATION,C,7000,14.22,1,0.24,N,3
9370,22,33685,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.85,0,0.15,N,3
9371,39,11820,RENT,4.0,MEDICAL,B,1500,11.11,0,0.13,N,11
9372,25,38599,RENT,3.0,MEDICAL,B,12000,10.38,1,0.31,N,4
9373,30,12000,RENT,4.0,MEDICAL,C,1800,14.35,0,0.15,Y,5
9374,25,57424,RENT,2.0,MEDICAL,D,12000,15.31,1,0.18,N,4
9375,22,30000,RENT,2.0,EDUCATION,C,13000,13.11,1,0.43,N,3
9376,34,26000,OWN,0.0,MEDICAL,A,3000,8.49,0,0.12,N,9
9377,24,113000,RENT,3.0,VENTURE,B,16000,11.99,0,0.14,N,2
9378,28,70900,MORTGAGE,12.0,EDUCATION,D,25000,15.37,0,0.35,Y,6
9379,22,55000,RENT,7.0,EDUCATION,B,6000,9.25,0,0.11,N,3
9380,23,28000,RENT,0.0,VENTURE,C,5000,11.78,0,0.18,N,3
9381,41,60000,OWN,7.0,PERSONAL,A,12000,6.91,0,0.2,N,13
9382,24,56000,MORTGAGE,5.0,VENTURE,A,13000,8.94,0,0.23,N,3
9383,27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.08,N,6
9384,27,52000,MORTGAGE,6.0,PERSONAL,A,11500,7.14,0,0.22,N,9
9385,32,34000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7500,5.99,1,0.22,N,7
9386,23,46000,RENT,3.0,MEDICAL,D,15000,16.0,1,0.33,N,4
9387,22,44000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,18900,10.14,0,0.43,N,2
9388,30,41000,RENT,7.0,VENTURE,A,9600,10.99,0,0.23,N,9
9389,27,42000,MORTGAGE,4.0,PERSONAL,C,2850,13.48,1,0.07,N,7
9390,26,50000,RENT,1.0,VENTURE,B,12000,10.99,0,0.24,N,4
9391,31,52249,RENT,7.0,HOMEIMPROVEMENT,A,7000,7.49,0,0.13,N,7
9392,27,78500,RENT,6.0,VENTURE,A,8000,8.59,0,0.1,N,5
9393,28,42000,OWN,1.0,VENTURE,C,15000,13.47,0,0.36,N,9
9394,25,72000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.83,0,0.28,N,4
9395,23,60000,MORTGAGE,0.0,VENTURE,F,3000,19.13,0,0.05,N,2
9396,23,57000,RENT,6.0,HOMEIMPROVEMENT,D,3000,14.59,1,0.05,N,2
9397,23,40000,OWN,7.0,EDUCATION,A,13000,7.29,0,0.33,N,4
9398,29,42000,RENT,0.0,VENTURE,D,5000,14.96,1,0.12,Y,5
9399,32,156600,MORTGAGE,8.0,EDUCATION,B,25000,10.62,0,0.16,N,8
9400,23,70000,RENT,4.0,MEDICAL,A,12000,10.99,0,0.17,N,2
9401,29,33600,RENT,3.0,EDUCATION,A,4800,5.79,0,0.14,N,9
9402,24,55680,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7875,10.65,0,0.14,N,3
9403,29,76800,OWN,4.0,VENTURE,B,2400,9.62,0,0.03,N,10
9404,24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.11,N,3
9405,34,90000,MORTGAGE,3.0,MEDICAL,C,7500,15.23,0,0.08,Y,8
9406,22,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0.28,N,4
9407,25,57000,RENT,8.0,MEDICAL,B,2000,11.36,0,0.04,N,2
9408,30,40000,RENT,5.0,MEDICAL,A,3000,7.14,0,0.07,N,7
9409,48,29004,RENT,6.0,MEDICAL,A,1500,7.51,0,0.05,N,15
9410,21,20400,RENT,2.0,PERSONAL,B,4500,10.99,0,0.22,N,2
9411,27,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400,12.73,1,0.14,N,9
9412,25,75181,MORTGAGE,9.0,MEDICAL,A,6000,7.51,0,0.08,N,4
9413,27,26237,RENT,0.0,VENTURE,C,12000,13.22,1,0.46,N,5
9414,35,69000,RENT,1.0,EDUCATION,B,12000,11.26,1,0.17,N,5
9415,29,18000,RENT,2.0,EDUCATION,C,3600,15.27,1,0.2,N,6
9416,22,41600,OWN,4.0,EDUCATION,B,12000,12.42,0,0.29,N,4
9417,23,75000,MORTGAGE,2.0,MEDICAL,B,14000,10.65,0,0.19,N,3
9418,33,250000,RENT,0.0,MEDICAL,A,35000,7.29,0,0.14,N,7
9419,22,60000,MORTGAGE,5.0,VENTURE,A,5600,7.49,0,0.09,N,4
9420,28,42996,RENT,4.0,EDUCATION,A,3000,7.68,0,0.07,N,6
9421,26,59000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,20000,13.48,1,0.34,Y,3
9422,34,31800,MORTGAGE,4.0,PERSONAL,A,1700,10.99,1,0.05,N,9
9423,28,32000,RENT,0.0,PERSONAL,B,6000,10.99,0,0.19,N,5
9424,23,32500,OWN,2.0,VENTURE,C,5000,13.99,0,0.15,Y,3
9425,24,37000,RENT,8.0,MEDICAL,A,6000,6.76,0,0.16,N,4
9426,26,40000,RENT,3.0,MEDICAL,C,10200,10.99,0,0.26,N,3
9427,23,39000,RENT,1.0,EDUCATION,B,12000,10.99,1,0.31,N,4
9428,25,110000,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0,0.18,N,2
9429,22,83000,RENT,4.0,EDUCATION,A,3000,9.63,0,0.04,N,3
9430,24,55000,RENT,5.0,VENTURE,A,9500,9.63,0,0.17,N,4
9431,32,50000,RENT,3.0,MEDICAL,C,2500,13.49,0,0.05,N,10
9432,40,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6000,14.96,0,0.12,Y,16
9433,28,53544,RENT,12.0,MEDICAL,C,1800,10.99,0,0.03,Y,8
9434,31,36000,MORTGAGE,8.0,EDUCATION,B,1600,10.59,0,0.04,N,7
9435,26,12000,RENT,4.0,VENTURE,A,5000,6.92,1,0.42,N,4
9436,29,62400,RENT,0.0,HOMEIMPROVEMENT,B,3500,10.99,0,0.06,N,5
9437,29,70004,RENT,0.0,EDUCATION,B,12500,8.88,0,0.18,N,7
9438,31,100000,MORTGAGE,15.0,PERSONAL,A,19000,8.49,0,0.19,N,9
9439,23,33600,RENT,3.0,VENTURE,C,5000,13.49,0,0.15,Y,4
9440,22,80070,MORTGAGE,6.0,EDUCATION,B,27525,10.74,0,0.34,N,3
9441,24,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4200,15.23,0,0.08,Y,3
9442,27,32000,RENT,4.0,MEDICAL,B,9000,11.48,1,0.28,N,8
9443,34,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,12000,10.99,0,0.15,N,10
9444,23,47000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,13850,12.68,0,0.29,Y,4
9445,27,120000,MORTGAGE,7.0,EDUCATION,A,3775,10.99,0,0.03,N,6
9446,37,42500,RENT,1.0,MEDICAL,A,3600,7.88,0,0.08,N,12
9447,24,36000,MORTGAGE,3.0,MEDICAL,C,8000,13.61,0,0.22,N,2
9448,43,62000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,7.88,0,0.08,N,14
9449,43,50000,RENT,3.0,HOMEIMPROVEMENT,C,8000,12.84,0,0.16,Y,17
9450,25,21600,RENT,4.0,EDUCATION,A,2500,5.99,0,0.12,N,3
9451,25,40000,RENT,2.0,MEDICAL,B,6000,10.65,0,0.15,N,3
9452,24,42300,RENT,8.0,PERSONAL,B,15000,11.99,1,0.35,N,4
9453,28,48500,RENT,0.0,MEDICAL,C,15000,12.99,1,0.31,Y,7
9454,23,40000,MORTGAGE,2.0,MEDICAL,B,7000,8.88,0,0.17,N,3
9455,35,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6500,7.51,0,0.15,N,7
9456,33,100000,OWN,3.0,MEDICAL,B,25000,12.18,0,0.25,N,10
9457,23,90000,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.35,0,0.09,Y,3
9458,29,74360,OWN,7.0,MEDICAL,A,8725,5.99,0,0.12,N,7
9459,28,51996,MORTGAGE,4.0,PERSONAL,A,5000,7.51,0,0.1,N,7
9460,26,57000,MORTGAGE,10.0,VENTURE,B,2500,11.58,0,0.04,N,3
9461,30,80000,MORTGAGE,2.0,VENTURE,C,6000,14.17,0,0.07,Y,6
9462,27,67000,RENT,1.0,PERSONAL,C,2800,13.04,0,0.04,N,7
9463,25,42000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.24,N,2
9464,26,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.24,N,4
9465,24,74400,RENT,1.0,MEDICAL,A,3500,7.29,0,0.05,N,3
9466,48,110000,MORTGAGE,6.0,EDUCATION,A,6000,8.94,0,0.05,N,14
9467,29,48000,OWN,1.0,PERSONAL,E,15000,18.64,0,0.31,N,9
9468,26,53000,MORTGAGE,1.0,EDUCATION,A,8000,10.99,0,0.15,N,3
9469,34,18000,RENT,0.0,VENTURE,B,6000,10.99,1,0.33,N,7
9470,23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3
9471,22,27302,MORTGAGE,6.0,MEDICAL,B,3725,12.69,0,0.14,N,2
9472,24,67430,MORTGAGE,8.0,MEDICAL,C,12000,12.87,0,0.18,Y,4
9473,22,69108,RENT,2.0,PERSONAL,E,5400,15.95,1,0.08,Y,2
9474,30,40000,RENT,11.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.25,N,5
9475,24,38400,RENT,2.0,DEBTCONSOLIDATION,A,5500,6.92,0,0.14,N,3
9476,25,31200,RENT,9.0,VENTURE,B,1500,11.12,0,0.05,N,2
9477,32,40000,RENT,2.0,EDUCATION,A,7500,8.0,0,0.19,N,6
9478,40,55182,RENT,0.0,VENTURE,A,6000,6.99,0,0.11,N,13
9479,35,61211,RENT,13.0,HOMEIMPROVEMENT,A,13000,6.54,0,0.21,N,9
9480,36,50000,RENT,4.0,HOMEIMPROVEMENT,A,15000,8.9,0,0.3,N,14
9481,27,30000,RENT,3.0,MEDICAL,B,2500,11.14,0,0.08,N,5
9482,23,141000,MORTGAGE,1.0,EDUCATION,B,15000,10.99,0,0.11,N,4
9483,24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3
9484,23,62500,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.26,N,2
9485,24,59000,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.0,1,0.1,N,4
9486,27,39000,RENT,1.0,VENTURE,D,6000,14.61,1,0.15,N,7
9487,22,39000,RENT,4.0,MEDICAL,B,14000,10.37,1,0.36,N,3
9488,23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2
9489,29,140000,OWN,5.0,VENTURE,B,27000,9.91,0,0.19,N,7
9490,26,50000,RENT,8.0,PERSONAL,B,3000,9.88,0,0.06,N,4
9491,21,29000,RENT,5.0,DEBTCONSOLIDATION,B,10000,10.0,1,0.34,N,4
9492,25,90000,RENT,9.0,HOMEIMPROVEMENT,C,6000,13.49,0,0.07,N,4
9493,22,32400,MORTGAGE,6.0,EDUCATION,A,3625,6.92,0,0.11,N,3
9494,29,45000,OWN,0.0,MEDICAL,D,10000,17.58,0,0.22,Y,6
9495,41,75000,MORTGAGE,19.0,EDUCATION,C,5500,12.87,0,0.07,Y,16
9496,26,70000,RENT,0.0,EDUCATION,A,12000,5.99,0,0.17,N,4
9497,23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2
9498,27,30000,RENT,8.0,DEBTCONSOLIDATION,B,11000,9.91,1,0.37,N,10
9499,25,26000,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0,0.15,N,2
9500,25,50004,OWN,1.0,VENTURE,A,10000,7.29,0,0.2,N,3
9501,22,46800,RENT,5.0,DEBTCONSOLIDATION,B,2800,10.37,0,0.06,N,3
9502,29,40000,RENT,2.0,DEBTCONSOLIDATION,B,23500,11.12,1,0.59,N,8
9503,23,60000,OWN,3.0,MEDICAL,A,10000,6.92,0,0.17,N,4
9504,27,24000,RENT,4.0,MEDICAL,C,10000,13.23,1,0.42,N,8
9505,23,28800,RENT,2.0,VENTURE,C,5000,13.11,0,0.17,N,3
9506,31,29760,MORTGAGE,0.0,MEDICAL,A,10000,9.63,0,0.34,N,10
9507,24,42000,RENT,7.0,VENTURE,B,5000,10.99,0,0.12,N,4
9508,29,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.11,N,6
9509,29,70004,RENT,0.0,MEDICAL,A,8000,9.63,0,0.11,N,9
9510,24,65000,RENT,0.0,VENTURE,A,6200,8.9,0,0.1,N,2
9511,25,24996,RENT,2.0,EDUCATION,A,9250,8.59,1,0.37,N,4
9512,21,80000,RENT,3.0,VENTURE,A,15000,10.99,0,0.19,N,2
9513,26,52700,MORTGAGE,7.0,PERSONAL,A,4000,7.4,0,0.08,N,3
9514,24,42000,MORTGAGE,5.0,EDUCATION,A,4900,6.03,0,0.12,N,4
9515,23,70000,MORTGAGE,5.0,PERSONAL,A,10000,6.62,0,0.14,N,4
9516,36,49000,OWN,4.0,PERSONAL,D,4200,16.02,0,0.09,Y,13
9517,47,178000,OWN,31.0,VENTURE,B,9000,10.99,0,0.05,N,17
9518,34,40000,MORTGAGE,11.0,VENTURE,A,6000,7.29,0,0.15,N,7
9519,25,31200,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.19,N,4
9520,27,32000,RENT,2.0,MEDICAL,D,8600,16.02,1,0.27,Y,6
9521,24,85500,MORTGAGE,8.0,EDUCATION,B,20675,10.0,0,0.24,N,2
9522,26,59000,RENT,2.0,VENTURE,E,18000,16.0,1,0.31,N,4
9523,28,74000,RENT,12.0,HOMEIMPROVEMENT,B,10000,11.71,0,0.14,N,8
9524,26,38400,RENT,7.0,VENTURE,C,3200,13.49,0,0.08,N,2
9525,24,26000,RENT,1.0,MEDICAL,C,5375,13.47,0,0.21,Y,4
9526,56,70000,MORTGAGE,7.0,PERSONAL,B,15000,10.38,0,0.21,N,24
9527,29,240000,MORTGAGE,5.0,VENTURE,A,10000,8.49,0,0.04,N,8
9528,25,22800,RENT,1.0,MEDICAL,B,2400,10.36,0,0.11,N,4
9529,23,98000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,13.57,0,0.2,N,4
9530,21,80000,RENT,6.0,VENTURE,A,18000,7.9,0,0.23,N,2
9531,23,72000,MORTGAGE,6.0,VENTURE,C,12000,13.61,1,0.17,Y,2
9532,29,70000,RENT,13.0,PERSONAL,D,16000,14.42,0,0.23,Y,6
9533,35,70000,RENT,5.0,HOMEIMPROVEMENT,A,9600,5.42,0,0.14,N,9
9534,25,79700,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,10.99,0,0.13,N,4
9535,39,100000,MORTGAGE,5.0,VENTURE,B,12000,10.99,0,0.12,N,13
9536,27,32220,RENT,11.0,MEDICAL,B,17725,11.49,1,0.55,N,7
9537,28,57360,MORTGAGE,3.0,PERSONAL,B,23000,10.99,0,0.4,N,8
9538,22,65200,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.06,N,4
9539,23,75000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.13,N,2
9540,34,33666,RENT,4.0,DEBTCONSOLIDATION,D,8000,17.49,1,0.24,Y,5
9541,37,91800,MORTGAGE,21.0,MEDICAL,D,20000,14.84,1,0.19,Y,12
9542,23,56000,OWN,2.0,MEDICAL,B,15000,10.62,0,0.27,N,3
9543,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4
9544,30,84300,RENT,4.0,PERSONAL,B,12000,8.88,0,0.14,N,7
9545,27,32000,MORTGAGE,0.0,MEDICAL,C,7500,11.59,1,0.23,Y,9
9546,22,40542,MORTGAGE,6.0,VENTURE,A,6250,10.99,0,0.15,N,2
9547,27,57996,RENT,8.0,DEBTCONSOLIDATION,C,13000,13.92,0,0.22,Y,7
9548,33,36000,MORTGAGE,17.0,PERSONAL,B,6250,12.69,0,0.17,N,6
9549,22,66996,OWN,3.0,VENTURE,C,7000,14.72,0,0.1,Y,3
9550,24,48000,RENT,7.0,PERSONAL,C,10000,14.22,0,0.21,Y,4
9551,22,96000,MORTGAGE,2.0,EDUCATION,A,12000,10.99,0,0.13,N,3
9552,24,77964,RENT,4.0,DEBTCONSOLIDATION,D,9600,14.42,1,0.12,N,2
9553,34,42994,OWN,7.0,EDUCATION,D,7675,13.87,0,0.18,N,8
9554,25,30000,MORTGAGE,2.0,VENTURE,B,8000,10.65,0,0.27,N,4
9555,35,29400,RENT,0.0,VENTURE,B,6150,12.21,0,0.21,N,5
9556,24,31000,MORTGAGE,8.0,EDUCATION,A,5000,5.42,0,0.16,N,2
9557,28,74400,MORTGAGE,7.0,MEDICAL,B,12000,10.99,0,0.16,N,6
9558,35,86000,MORTGAGE,19.0,MEDICAL,A,20000,6.54,0,0.23,N,10
9559,21,45000,MORTGAGE,5.0,EDUCATION,A,18000,7.88,0,0.4,N,4
9560,25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3
9561,34,41600,MORTGAGE,16.0,DEBTCONSOLIDATION,A,17500,6.17,0,0.42,N,8
9562,24,50000,RENT,3.0,PERSONAL,A,10000,7.49,0,0.2,N,2
9563,23,80000,RENT,5.0,VENTURE,B,5000,12.42,0,0.06,N,4
9564,32,75000,MORTGAGE,14.0,PERSONAL,C,5600,15.96,0,0.07,Y,9
9565,23,117696,MORTGAGE,2.0,EDUCATION,A,15000,6.03,0,0.13,N,3
9566,29,38400,RENT,14.0,EDUCATION,A,11000,7.49,0,0.29,N,7
9567,27,57600,MORTGAGE,3.0,MEDICAL,B,3000,11.11,0,0.05,N,6
9568,24,45888,RENT,5.0,MEDICAL,A,9000,5.79,0,0.2,N,3
9569,65,45900,RENT,2.0,EDUCATION,C,10000,10.99,0,0.22,Y,19
9570,24,38400,RENT,8.0,PERSONAL,E,3000,17.56,0,0.08,Y,2
9571,29,68000,MORTGAGE,9.0,MEDICAL,C,3000,12.73,0,0.04,N,9
9572,24,35000,MORTGAGE,3.0,MEDICAL,C,15000,14.27,0,0.43,N,2
9573,27,17000,RENT,1.0,VENTURE,A,1000,7.29,0,0.06,N,5
9574,21,41200,OWN,3.0,PERSONAL,B,8000,11.48,0,0.19,N,3
9575,24,64000,MORTGAGE,8.0,VENTURE,B,1200,10.74,0,0.02,N,4
9576,22,45600,RENT,6.0,EDUCATION,C,7500,10.99,0,0.16,N,4
9577,32,75000,MORTGAGE,5.0,VENTURE,C,16000,13.49,0,0.21,N,8
9578,25,80400,MORTGAGE,10.0,VENTURE,D,25000,17.49,0,0.31,Y,4
9579,41,52106,RENT,4.0,EDUCATION,C,5000,12.84,1,0.1,N,13
9580,23,60000,MORTGAGE,7.0,MEDICAL,A,7000,7.9,0,0.12,N,4
9581,27,45000,MORTGAGE,2.0,EDUCATION,A,3000,6.62,0,0.07,N,10
9582,23,120000,MORTGAGE,7.0,EDUCATION,B,18225,10.99,0,0.15,N,3
9583,29,71000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.06,N,9
9584,25,44000,RENT,1.0,EDUCATION,A,2800,6.92,0,0.06,N,3
9585,30,96000,RENT,4.0,PERSONAL,C,12900,14.79,0,0.13,N,9
9586,28,58000,MORTGAGE,11.0,VENTURE,A,10000,9.32,0,0.17,N,10
9587,21,14800,RENT,5.0,DEBTCONSOLIDATION,A,2800,8.0,1,0.19,N,3
9588,27,30000,RENT,1.0,PERSONAL,A,7200,7.29,0,0.24,N,7
9589,25,24000,RENT,2.0,VENTURE,A,4000,7.75,0,0.17,N,3
9590,28,74000,MORTGAGE,13.0,PERSONAL,B,7800,10.99,0,0.11,N,7
9591,31,75000,MORTGAGE,8.0,VENTURE,B,15600,11.83,0,0.21,N,5
9592,23,100000,MORTGAGE,7.0,VENTURE,B,10000,10.59,0,0.1,N,4
9593,37,88824,MORTGAGE,8.0,VENTURE,A,3600,6.62,0,0.04,N,17
9594,25,48000,MORTGAGE,7.0,VENTURE,B,3000,11.99,0,0.06,N,4
9595,23,66000,RENT,1.0,VENTURE,D,20000,14.11,1,0.3,N,3
9596,22,25000,RENT,0.0,MEDICAL,C,7000,12.87,0,0.28,Y,2
9597,25,85000,MORTGAGE,9.0,VENTURE,C,7200,13.57,0,0.08,N,3
9598,24,21600,RENT,4.0,VENTURE,C,6500,14.79,1,0.3,Y,4
9599,24,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.11,N,4
9600,32,12000,RENT,1.0,MEDICAL,A,9325,8.38,1,0.78,N,6
9601,32,86496,RENT,6.0,HOMEIMPROVEMENT,B,12000,11.71,0,0.14,N,9
9602,29,86000,MORTGAGE,5.0,PERSONAL,C,14000,14.27,0,0.16,N,9
9603,29,32000,MORTGAGE,5.0,MEDICAL,A,3100,7.51,1,0.1,N,5
9604,47,95000,MORTGAGE,13.0,EDUCATION,A,5000,6.03,0,0.05,N,16
9605,22,51000,MORTGAGE,6.0,MEDICAL,A,6000,5.79,0,0.12,N,2
9606,25,95950,RENT,2.0,HOMEIMPROVEMENT,B,17500,11.71,0,0.18,N,2
9607,31,80000,RENT,0.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.13,N,6
9608,29,32000,MORTGAGE,2.0,VENTURE,A,12000,7.88,0,0.38,N,6
9609,24,44000,RENT,3.0,DEBTCONSOLIDATION,C,12000,12.23,1,0.27,N,3
9610,23,66000,MORTGAGE,4.0,PERSONAL,A,10000,5.42,0,0.15,N,3
9611,31,58000,OWN,6.0,PERSONAL,B,6200,10.65,0,0.11,N,6
9612,31,25000,OWN,5.0,VENTURE,C,4500,10.99,0,0.18,Y,8
9613,22,48609,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.25,N,3
9614,32,156000,MORTGAGE,14.0,PERSONAL,B,10000,9.63,0,0.06,N,9
9615,24,36000,MORTGAGE,8.0,PERSONAL,D,3600,16.77,0,0.1,Y,2
9616,25,48000,OWN,7.0,EDUCATION,B,15000,10.25,0,0.31,N,4
9617,23,70000,MORTGAGE,7.0,PERSONAL,A,6000,7.51,0,0.09,N,2
9618,21,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,Y,3
9619,37,29808,RENT,4.0,VENTURE,C,7750,10.99,1,0.26,Y,17
9620,24,39000,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,Y,3
9621,26,244800,MORTGAGE,11.0,MEDICAL,D,12000,16.29,1,0.04,Y,4
9622,23,72000,RENT,8.0,MEDICAL,B,3000,11.99,0,0.04,N,2
9623,33,33600,MORTGAGE,4.0,PERSONAL,C,2500,14.65,0,0.07,N,8
9624,23,65000,MORTGAGE,1.0,PERSONAL,B,10800,10.0,0,0.17,N,4
9625,29,83700,RENT,3.0,PERSONAL,C,19000,10.99,0,0.23,N,10
9626,22,66000,OWN,6.0,EDUCATION,A,5000,7.9,0,0.08,N,4
9627,26,49000,MORTGAGE,10.0,EDUCATION,A,14000,7.88,0,0.29,N,2
9628,23,33000,RENT,8.0,DEBTCONSOLIDATION,A,12000,8.49,1,0.36,N,3
9629,23,110000,MORTGAGE,0.0,VENTURE,B,7000,10.59,0,0.06,N,2
9630,24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,3
9631,24,72000,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.06,N,3
9632,25,32400,RENT,6.0,MEDICAL,B,4000,10.08,0,0.12,N,2
9633,24,95000,RENT,8.0,PERSONAL,A,6500,8.49,0,0.07,N,2
9634,23,44000,MORTGAGE,7.0,PERSONAL,A,8500,7.14,1,0.19,N,3
9635,29,42000,RENT,2.0,HOMEIMPROVEMENT,D,10000,15.21,1,0.24,Y,7
9636,25,77800,MORTGAGE,9.0,PERSONAL,B,30000,10.99,0,0.39,N,4
9637,28,72087,MORTGAGE,10.0,PERSONAL,C,16000,10.99,0,0.22,N,6
9638,30,270000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,35000,19.69,0,0.13,N,8
9639,34,58000,OWN,8.0,MEDICAL,A,3000,6.76,0,0.05,N,10
9640,24,51000,RENT,3.0,MEDICAL,A,9000,5.79,0,0.18,N,3
9641,38,17108,MORTGAGE,7.0,EDUCATION,A,4375,7.51,1,0.26,N,17
9642,25,52000,RENT,4.0,EDUCATION,B,15000,12.18,0,0.29,N,4
9643,28,44995,RENT,2.0,EDUCATION,A,7350,7.49,0,0.16,N,10
9644,23,28800,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,4
9645,22,40000,MORTGAGE,3.0,MEDICAL,B,6700,10.65,0,0.17,N,4
9646,26,30000,RENT,2.0,DEBTCONSOLIDATION,E,6000,16.77,1,0.2,N,2
9647,22,51000,OWN,0.0,VENTURE,A,16000,7.9,0,0.31,N,3
9648,21,30000,RENT,2.0,VENTURE,B,7000,10.99,0,0.23,N,3
9649,39,52273,RENT,3.0,EDUCATION,B,5000,10.99,0,0.1,N,12
9650,27,89700,RENT,1.0,VENTURE,B,6000,11.99,0,0.07,N,7
9651,25,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,12.98,0,0.1,N,3
9652,22,36000,MORTGAGE,6.0,PERSONAL,D,1400,14.84,0,0.04,Y,4
9653,25,67200,MORTGAGE,9.0,MEDICAL,C,5000,13.8,0,0.07,Y,2
9654,26,62690,MORTGAGE,7.0,MEDICAL,B,4400,10.99,0,0.07,N,4
9655,23,81500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.0,0,0.18,N,4
9656,31,25000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,8.9,0,0.12,N,8
9657,27,25000,RENT,2.0,PERSONAL,B,5000,9.62,0,0.2,N,7
9658,22,71000,RENT,6.0,EDUCATION,A,1500,6.99,0,0.02,N,3
9659,36,69000,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.36,N,12
9660,32,50880,RENT,6.0,PERSONAL,F,15000,20.25,0,0.29,Y,5
9661,30,57120,RENT,3.0,DEBTCONSOLIDATION,B,2750,10.37,0,0.05,N,5
9662,22,49600,MORTGAGE,4.0,VENTURE,D,10000,14.96,0,0.2,Y,3
9663,22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.17,N,3
9664,53,92000,MORTGAGE,7.0,PERSONAL,B,15000,11.12,0,0.16,N,22
9665,24,37950,RENT,8.0,EDUCATION,B,11000,11.86,0,0.29,N,2
9666,25,180000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14400,10.99,0,0.08,N,2
9667,30,55536,MORTGAGE,14.0,DEBTCONSOLIDATION,C,1000,10.99,0,0.02,N,9
9668,21,24000,RENT,5.0,EDUCATION,A,10000,10.99,1,0.42,N,2
9669,24,42000,MORTGAGE,7.0,MEDICAL,C,4200,13.23,0,0.1,N,2
9670,23,149385,OWN,7.0,PERSONAL,A,7000,8.94,0,0.05,N,2
